time,uol,wol,uol_block,wol_block,upi,wpi,upi_block,wpi_block,upid,wpid,upid_block,wpid_block,upid_backward,wpid_backward,r
4.7,1,6.25544612904569,1,6.25544612904569,0.0526846077636041,0.662572316960625,0.0526846077636041,0.662572316960625,0.0530033970121094,0.518058104792678,0.0530033970121094,0.518058104792678,0.0532772094142454,0.508465519263528,1
4.8,1,5.25655432173198,1,5.25655432173198,0.053365622686179,0.656412760464394,0.053365622686179,0.656412760464394,0.0539734506292958,0.527982850996124,0.0539734506292958,0.527982850996124,0.0542245876217723,0.516624697092625,1
4.9,1,4.36126925683096,1,4.36126925683096,0.0540616189743015,0.647590951413166,0.0540616189743015,0.647590951413166,0.05492390568785,0.537745760499076,0.05492390568785,0.537745760499076,0.0551524753990379,0.524923537980575,1
5,1,3.58666034657799,1,3.58666034657799,0.054777580639479,0.63644738340933,0.054777580639479,0.63644738340933,0.0558551597830333,0.547345219252678,0.0558551597830333,0.547345219252678,0.0560612380585191,0.533382512284969,1
5.1,1,2.94719206464461,1,2.94719206464461,0.0555177641470477,0.623369109021924,0.0555177641470477,0.623369109021924,0.0567676022514734,0.55677901101916,0.0567676022514734,0.55677901101916,0.0569512492615387,0.542014756972832,1
5.2,1,2.45445729216837,1,2.45445729216837,0.0562856125761766,0.608782461849167,0.0562856125761766,0.608782461849167,0.0576616143154231,0.56604444756035,0.0576616143154231,0.56604444756035,0.0578228908006696,0.550825955183607,1
5.3,1,2.11697128316059,1,2.11697128316059,0.0570836852034087,0.593144910918759,0.0570836852034087,0.593144910918759,0.0585375692292825,0.575138505433012,0.0585375692292825,0.575138505433012,0.0586765520667113,0.559814369209514,1
5.4,1,1.94002981712124,1,1.94002981712124,0.0579136040891878,0.576936203302146,0.0579136040891878,0.576936203302146,0.0593958324286391,0.58405796659186,0.0593958324286391,0.58405796659186,0.0595126292174158,0.56897102468007,1
5.5,1,1.92563377514323,1,1.92563377514323,0.0587760189191315,0.560648966754154,0.0587760189191315,0.560648966754154,0.0602367616819608,0.592799559952052,0.0602367616819608,0.592799559952052,0.0603315240710511,0.578280040641819,1
5.6,1,2.07248101211871,1,2.07248101211871,0.0596705909955636,0.544778956813736,0.0596705909955636,0.544778956813736,0.0610607072449601,0.601360101072011,0.0610607072449601,0.601360101072011,0.0611336427532746,0.587719097269661,1
5.7,1,2.37602502972703,1,2.37602502972703,0.060595996896923,0.529815141826923,0.060595996896923,0.529815141826923,0.0618680120175281,0.609736627183731,0.0618680120175281,0.609736627183731,0.0619193941305275,0.597260030191913,1
5.8,1,2.82859861036231,1,2.82859861036231,0.0615499519305348,0.51622982456119,0.0615499519305348,0.51622982456119,0.0626590117030264,0.617926524919437,0.0626590117030264,0.617926524919437,0.0626891880671685,0.606869537912306,1
5.9,1,3.41959927797804,1,3.41959927797804,0.0625292531056457,0.504469000327909,0.0625292531056457,0.504469000327909,0.0634340349696172,0.625927648257466,0.0634340349696172,0.625927648257466,0.0634434335467671,0.616509986617315,1
6,1,4.13573223363598,1,4.13573223363598,0.0635298409565662,0.494943148751598,0.0635298409565662,0.494943148751598,0.0641934036132179,0.633738424432588,0.0641934036132179,0.633738424432588,0.0641825367003126,0.62614029480878,1
6.1,1,4.96130529520902,1,4.96130529520902,0.0645468791582776,0.488018649537081,0.0645468791582776,0.488018649537081,0.0649374327215769,0.641357945821578,0.0649374327215769,0.641357945821578,0.0649068987855249,0.635716878734184,1
6.2,1,5.87856937381543,1,5.87856937381543,0.065574850506855,0.484010001885531,0.065574850506855,0.484010001885531,0.0656664308388937,0.648786046118004,0.0656664308388937,0.648786046118004,0.0656169141619625,0.645194638526751,1
6.3,1,6.86809716310042,1,6.86809716310042,0.0666076674921949,0.483173012774534,0.0666076674921949,0.483173012774534,0.0663807001303488,0.656023359444256,0.0663807001303488,0.656023359444256,0.0663129683062029,0.654527964332216,1
6.4,1,7.9091920173558,1,7.9091920173558,0.0676387953780202,0.48569910140015,0.0676387953780202,0.48569910140015,0.0670805365458569,0.663071361406916,0.0670805365458569,0.663071361406916,0.0669954359100433,0.663671741497669,1
6.5,1,8.98031846328888,1,8.98031846328888,0.0686613854306126,0.491710846007391,0.0686613854306126,0.491710846007391,0.0677662299823324,0.669932391475992,0.0677662299823324,0.669932391475992,0.0676646791024746,0.672582334129888,1
6.6,1,10.0595454370934,1,10.0595454370934,0.0696684157091015,0.501258875503735,0.0696684157091015,0.501258875503735,0.0684380644437367,0.676609656451747,0.0684380644437367,0.676609656451747,0.0683210458331649,0.681218526986896,1
6.7,1,11.1249931687253,1,11.1249931687253,0.0706528366514858,0.514320182111963,0.0706528366514858,0.514320182111963,0.0690963181981802,0.683107215166881,0.0690963181981802,0.683107215166881,0.0689648684514279,0.689542406729265,1
6.8,1,12.155274650579,1,12.155274650579,0.0716077185659953,0.530797903378589,0.0716077185659953,0.530797903378589,0.0697412639313675,0.689429944948983,0.0697412639313675,0.689429944948983,0.069596462510232,0.697520165000861,1
6.9,1,13.1299228259688,1,13.1299228259688,0.0725263980699579,0.550522592658851,0.0725263980699579,0.550522592658851,0.0703731688957074,0.695583490730887,0.0703731688957074,0.695583490730887,0.0702161258198162,0.705122807598664,1
7,1,14.0297950081553,1,14.0297950081553,0.0734026205099733,0.573254967325657,0.0734026205099733,0.573254967325657,0.0709922950544542,0.701574198037638,0.0709922950544542,0.701574198037638,0.0708241377700427,0.712326756087561,1
7.1,1,14.8374465837915,1,14.8374465837915,0.0742306754486529,0.598690093994742,0.0742306754486529,0.598690093994742,0.0715988992203075,0.707409031391564,0.0715988992203075,0.707409031391564,0.0714207589348331,0.719114330572261,1
7.2,1,15.537466752994,1,15.537466752994,0.0750055224140324,0.626462940625771,0.0750055224140324,0.626462940625771,0.0721932331879693,0.713095479955403,0.0721932331879693,0.713095479955403,0.0720062309660451,0.725474104903461,1
7.3,1,16.1167698961278,1,16.1167698961278,0.0757229042763577,0.656155197048905,0.0757229042763577,0.656155197048905,0.0727755438602379,0.718641452472279,0.0727755438602379,0.718641452472279,0.0725807767780591,0.731401128314131,1
7.4,1,16.5648371165571,1,16.5648371165571,0.0763794458404473,0.687303238861511,0.0763794458404473,0.687303238861511,0.0733460733673107,0.724055163756143,0.0733460733673107,0.724055163756143,0.0731446010182994,0.73689701029664,1
7.5,1,16.8739035684717,1,16.8739035684717,0.0769727355162912,0.719407085294623,0.0769727355162912,0.719407085294623,0.0739050591790617,0.729345015133598,0.0739050591790618,0.729345015133598,0.0736978908130269,0.741969868383341,1
7.6,1,17.0390883170744,1,17.0390883170744,0.0775013882509187,0.751940180077829,0.0775013882509187,0.751940180077829,0.0744527342101664,0.734519471335318,0.0744527342101664,0.734519471335318,0.0742408167721343,0.746634141323108,1
7.7,1,17.058464671136,1,17.058464671136,0.0779650882648431,0.784359805997845,0.0779650882648431,0.784359805997845,0.0749893269180438,0.7395869363811,0.0749893269180438,0.7395869363811,0.0747735342314626,0.750910272895944,1
7.8,1,16.9330701505707,1,16.9330701505707,0.0783646105296924,0.816117929152872,0.0783646105296924,0.816117929152872,0.0755150613936975,0.744555630996569,0.0755150613936975,0.744555630996569,0.0752961847064432,0.754824274221295,1
7.9,1,16.6668564792655,1,16.6668564792655,0.0787018203423544,0.846672258185061,0.0787018203423544,0.846672258185061,0.076030157445634,0.749433474042284,0.076030157445634,0.749433474042284,0.0758088975267391,0.75840717484068,1
8,1,16.266581201058,1,16.266581201058,0.078979650786886,0.875497297283334,0.078979650786886,0.875497297283334,0.0765348306771387,0.754227970329236,0.0765348306771387,0.754227970329236,0.0763117916181056,0.761694375043502,1
8.1,1,15.7416436803154,1,15.7416436803154,0.0792020583199409,0.902095169661792,0.0792020583199409,0.902095169661792,0.077029292557282,0.758946107041052,0.077029292557282,0.758946107041052,0.0768049773949595,0.764724913813805,1
8.2,1,15.1038693449338,1,15.1038693449338,0.079373957159658,0.92600599062115,0.079373957159658,0.92600599062115,0.0775137504861124,0.763594260786291,0.0775137504861124,0.763594260786291,0.0772885587252038,0.767540668368742,1
8.3,1,14.3672470372713,1,14.3672470372713,0.0795011335928483,0.946817576188547,0.0795011335928483,0.946817576188547,0.0779884078545707,0.7681781170684,0.0779884078545707,0.7681781170684,0.077762634927721,0.770185502506983,1
8.4,1,13.547625238071,1,13.547625238071,0.0795901417320494,0.964174284610307,0.0795901417320494,0.964174284610307,0.0784534640997233,0.772702603691386,0.0784534640997233,0.772702603691386,0.0782273027626483,0.77270438186507,1
8.5,1,12.6623737026938,1,12.6623737026938,0.0796481826439802,0.977784803458974,0.0796481826439802,0.977784803458974,0.0789091147559658,0.777171839321814,0.0789091147559658,0.777171839321814,0.0786826583750654,0.775142474677317,1
8.6,1,11.7300176835689,1,11.7300176835689,0.0796829691259817,0.987428714539464,0.0796829691259817,0.987428714539464,0.0793555515028887,0.781589098108707,0.0793555515028887,0.781589098108707,0.0791287991540618,0.777544256744051,1
8.7,1,10.7698523962233,1,10.7698523962233,0.0797025787196558,0.992961691786464,0.0797025787196558,0.992961691786464,0.0797929622105226,0.785956790928887,0.0797929622105226,0.785956790928887,0.0795658254712469,0.779952639035315,1
8.8,1,9.80154571028997,1,9.80154571028997,0.0797152978143618,0.994319213507552,0.0797152978143618,0.994319213507552,0.0802215309826928,0.790276463483243,0.0802215309826928,0.790276463483243,0.0799938422655905,0.782408135702424,1
8.9,1,8.84473720653096,1,8.84473720653096,0.0797294599017074,0.991518699146853,0.0797294599017074,0.991518699146853,0.0806414381992122,0.79454881112631,0.0806414381992122,0.79454881112631,0.0804129604449549,0.784948089255255,1
9,1,7.91864173453686,1,7.91864173453686,0.0797532811908935,0.984660011666994,0.0797532811908935,0.984660011666994,0.0810528605576231,0.798773709974261,0.0810528605576231,0.798773709974261,0.0808232980787355,0.787605968313431,1
9.1,1,7.04166543513065,1,7.04166543513065,0.0797946968801574,0.973924299069107,0.0797946968801574,0.973924299069107,0.0814559711151717,0.802950263511865,0.0814559711151717,0.802950263511865,0.0812249813605622,0.790410751685896,1
9.2,1,6.23104186166899,1,6.23104186166899,0.0798612013992367,0.959571181851661,0.0798612013992367,0.959571181851661,0.0818509393316549,0.807076863613385,0.0818509393316549,0.807076863613385,0.0816181453249449,0.793386410613003,1
9.3,1,5.50249535362154,1,5.50249535362154,0.0799596958906994,0.941934326685574,0.0799596958906994,0.941934326685574,0.0822379311137246,0.811151264611954,0.0822379311137246,0.811151264611954,0.0820029343069525,0.796551498860354,1
9.4,1,4.8699381952098,1,4.8699381952098,0.0800963460844329,0.921415479580914,0.0800963460844329,0.921415479580914,0.0826171088611724,0.815170668801907,0.0826171088611724,0.815170668801907,0.0823795021394016,0.799918858030891,1
9.5,1,4.34520734540726,1,4.34520734540726,0.0802764535411835,0.898477063668484,0.0802764535411835,0.898477063668484,0.0829886315156383,0.819131821543745,0.0829886315156383,0.819131821543745,0.0827480120874707,0.803495443010723,1
9.6,1,3.93784566955555,1,3.93784566955555,0.0805043430007523,0.87363347676278,0.0805043430007523,0.87363347676278,0.0833526546121107,0.823031113965763,0.0833526546121107,0.823031113965763,0.0831086365260449,0.807282269936817,1
9.7,1,3.65493165560217,1,3.65493165560217,0.0807832682725031,0.84744125148638,0.0807832682725031,0.84744125148638,0.0837093303334935,0.826864691123065,0.0837093303334935,0.826864691123065,0.0834615563703208,0.811274486523805,1
9.8,1,3.50096057954237,1,3.50096057954237,0.0811153387556789,0.820488265337815,0.0811153387556789,0.820488265337815,0.084058807568425,0.830628563385962,0.084058807568425,0.830628563385962,0.0838069602751601,0.815461562065669,1
9.9,1,3.4777790163212,1,3.4777790163212,0.0815014682811929,0.793382209148182,0.0815014682811929,0.793382209148182,0.0844012319724395,0.834318718786984,0.0844012319724395,0.834318718786984,0.0841450436232603,0.81982759198756,1
10,1,3.58457349628991,1,3.58457349628991,0.0819413475326092,0.76673853943555,0.0819413475326092,0.76673853943555,0.0847367460324674,0.837931234059265,0.0847367460324674,0.837931234059265,0.0844760073263437,0.8243517095131,1
10.1,1,3.81791300572987,1,3.81791300572987,0.0824334408403279,0.741168152845742,0.0824334408403279,0.741168152845742,0.0850654891345776,0.841462382148368,0.0850654891345776,0.841462382148368,0.084800056467145,0.829008594879377,1
10.2,1,4.17184394526157,1,4.17184394526157,0.0829750076586186,0.717265028863552,0.0829750076586186,0.717265028863552,0.0853875976347736,0.844908734073294,0.0853875976347736,0.844908734073294,0.0851173988129594,0.83376907061777,1
10.3,1,4.63803511389158,1,4.63803511389158,0.0835621485396737,0.69559409008141,0.0835621485396737,0.69559409008141,0.0857032049325752,0.84826725314799,0.0857032049325752,0.84826725314799,0.0854282432338232,0.838600769760877,1
10.4,1,5.2059692997684,1,5.2059692997684,0.0841898749221808,0.676679527411412,0.0841898749221808,0.676679527411412,0.0860124415470348,0.85153537974912,0.0860124415470348,0.85153537974912,0.0857327980600047,0.843468862465803,1
10.5,1,5.86317715076832,1,5.86317715076832,0.0848522015640596,0.660993830709804,0.0848522015640596,0.660993830709804,0.0863154351947714,0.854711105025142,0.0863154351947714,0.854711105025142,0.0860312694143642,0.848336825487177,1
10.6,1,6.59550818638291,1,6.59550818638291,0.0855422599799099,0.64894775343997,0.0855422599799099,0.64894775343997,0.0866123108695454,0.857793032181358,0.0866123108695455,0.857793032181358,0.0863238595552721,0.853167238208101,1
10.7,1,7.38743311248354,1,7.38743311248354,0.0862524308030492,0.640881423420705,0.0862524308030492,0.640881423420705,0.0869031909228478,0.860780424240334,0.0869031909228478,0.860780424240334,0.0866107652651735,0.857922588555429,1
10.8,1,8.22237102543622,1,8.22237102543622,0.08697449258895,0.637056790678512,0.08697449258895,0.637056790678512,0.0871881951449384,0.863673237461386,0.0871881951449384,0.863673237461386,0.086892176318571,0.862566072091588,1
10.9,1,9.08303465212815,1,9.08303465212815,0.0876997842199454,0.637651578326097,0.0876997842199454,0.637651578326097,0.087467440845748,0.866472139900721,0.087467440845748,0.866472139900721,0.087168274061192,0.867062367885878,1
11,1,9.95178647530551,1,9.95178647530551,0.0884193777679289,0.642754873690338,0.0884193777679289,0.642754873690338,0.0877410429350393,0.869178514899144,0.0877410429350393,0.869178514899144,0.0874392301294729,0.871378375413803,1
11.1,1,10.8109984438146,1,10.8109984438146,0.0891242584290831,0.652364465155454,0.0891242584290831,0.652364465155454,0.0880091140012292,0.87179444959077,0.0880091140012292,0.87179444959077,0.0877052053362856,0.875483897696834,1
11.2,1,11.6434079664672,1,11.6434079664672,0.089805507967946,0.666385995981657,0.089805507967946,0.666385995981657,0.0882717643882811,0.874322708827692,0.0882717643882811,0.874322708827691,0.0879663487451162,0.879352257153909,1
11.3,1,12.4324630348752,1,12.4324630348752,0.0904544880015916,0.684633970372751,0.0904544880015916,0.684633970372751,0.0885291022701069,0.876766695206018,0.0885291022701069,0.876766695206018,0.0882227969507801,0.882960832161053,1
11.4,1,13.1626496103083,1,13.1626496103083,0.091063019421212,0.706834610006872,0.091063019421212,0.706834610006872,0.0887812337219499,0.879130396152331,0.0887812337219499,0.879130396152331,0.0884746735802937,0.886291504072498,1
11.5,1,13.8197948351739,1,13.8197948351739,0.0916235542893544,0.732630521850757,0.0916235542893544,0.732630521850757,0.0890282627882694,0.881418319281115,0.0890282627882694,0.881418319281115,0.0887220890228289,0.889331006407102,1
11.6,1,14.3913401811653,1,14.3913401811653,0.0921293366664022,0.76158710110143,0.0921293366664022,0.76158710110143,0.0892702915467052,0.883635417458149,0.0892702915467052,0.883635417458148,0.088965140392844,0.892071170005462,1
11.7,1,14.8665793111065,1,14.8665793111065,0.0925745490080097,0.793200557291068,0.0925745490080097,0.793200557291068,0.0895074201677626,0.885787005198046,0.0895074201677626,0.885787005198046,0.0892039117256173,0.894509060171013,1
11.8,1,15.2368561954899,1,15.2368561954899,0.0929544410330326,0.826907417686049,0.0929544410330326,0.826907417686049,0.0897397469699331,0.887878668182433,0.0897397469699331,0.887878668182433,0.0894384743996109,0.896647004076056,1
11.9,1,15.4957198712574,1,15.4957198712574,0.093265438284533,0.862095330813503,0.093265438284533,0.862095330813503,0.0899673684700428,0.889916167805841,0.0899673684700428,0.889916167805841,0.0896688877754544,0.898492508993618,1
12,1,15.6390331416031,1,15.6390331416031,0.093505227988803,0.898114964916481,0.093505227988803,0.898114964916481,0.0901903794286998,0.891905342737247,0.0901903794286998,0.891905342737247,0.0898952000369583,0.900058074161238,1
12.1,1,15.6650334724389,1,15.6650334724389,0.0936728202519157,0.934292771970844,0.0936728202519157,0.934292771970844,0.0904088728907987,0.893852009525042,0.0904088728907987,0.893852009525042,0.0901174492155387,0.901360901247249,1
12.2,1,15.5743453238893,1,15.5743453238893,0.0937685831118249,0.969944368120023,0.0937685831118249,0.969944368120023,0.0906229402211206,0.895761864271651,0.0906229402211206,0.895761864271651,0.0903356643758205,0.902422510430014,1
12.3,1,15.369944143653,1,15.369944143653,0.0937942504772636,1.0043882664413,0.0937942504772636,1.0043882664413,0.0908326711351518,0.897640387361615,0.0908326711351518,0.897640387361615,0.0905498669370818,0.90326827097521,1
12.4,1,15.0570732232811,1,15.0570732232811,0.093752902522623,1.03695968819928,0.093752902522623,1.03695968819928,0.0910381537253216,0.899492753144818,0.0910381537253216,0.899492753144818,0.0907600721026393,0.903926856868528,1
12.5,1,14.6431155588186,1,14.6431155588186,0.0936489186600058,1.06702417441786,0.0936489186600058,1.06702417441786,0.0912394744829369,0.90132374635685,0.0912394744829369,0.90132374635685,0.0909662903673198,0.904429639498764,1
12.6,1,14.1374237451797,1,14.1374237451797,0.0934879037647352,1.09399072085278,0.0934879037647352,1.09399072085278,0.0914367183161582,0.903137686904059,0.0914367183161582,0.903137686904059,0.0911685290718452,0.904810030561876,1
12.7,1,13.5511117516619,1,13.5511117516619,0.093276588877579,1.11732416630341,0.093276588877579,1.11732416630341,0.0916299685644229,0.904938364455032,0.0916299685644229,0.904938364455032,0.0913667939722915,0.905102789248683,1
12.8,1,12.8968131582969,1,12.8968131582969,0.0930227081346934,1.13655657658224,0.0930227081346934,1.13655657658224,0.0918193070097765,0.906728984067245,0.0918193070097765,0.906728984067245,0.091561090792783,0.905343308371906,1
12.9,1,12.1884110653493,1,12.1884110653493,0.0927348541739422,1.1512973841689,0.0927348541739422,1.1512973841689,0.0920048138856147,0.908512123841985,0.0920048138856147,0.908512123841985,0.0917514267302419,0.905566894373066,1
13,1,11.4407454093926,1,11.4407454093926,0.0924223147234654,1.16124206630793,0.0924223147234654,1.16124206630793,0.0921865678833699,0.910289705347279,0.0921865678833699,0.910289705347279,0.0919378118813031,0.905808056123636,1
13.1,1,10.6693038195945,1,10.6693038195945,0.0920948934855001,1.16617917165737,0.0920948934855001,1.16617917165737,0.0923646461577041,0.91206297728293,0.0923646461577041,0.91206297728293,0.092120260563403,0.906099817101402,1
13.2,1,9.88990242022061,1,9.88990242022061,0.0917627187767911,1.1659955370516,0.0917627187767911,1.1659955370516,0.0925391243307731,0.913832512589169,0.0925391243307731,0.91383251258917,0.0922987925045042,0.906473064892397,1
13.3,1,9.11836312567213,1,9.11836312567213,0.0914360436688259,1.16067957091362,0.0914360436688259,1.16067957091362,0.0927100764961334,0.915598218926648,0.0927100764961334,0.915598218926648,0.0924734338788757,0.906955951056895,1
13.4,1,8.37019398107164,1,8.37019398107164,0.0911250415802456,1.1503225176667,0.0911250415802456,1.1503225176667,0.092877575222848,0.917359362185855,0.092877575222848,0.917359362185855,0.092644218169739,0.907573353226532,1
13.5,1,7.6602789756706,1,7.6602789756706,0.0908396014051604,1.1351176574185,0.0908396014051604,1.1351176574185,0.0930416915603247,0.919114602424195,0.0930416915603247,0.919114602424195,0.0928111868433454,0.908346409895507,1
13.6,1,7.00258350201394,1,7.00258350201394,0.0905891263113049,1.11535743643692,0.0905891263113049,1.11535743643692,0.0932024950443902,0.920862041383799,0.0932024950443902,0.920862041383799,0.0929743898230811,0.909292136763183,1
13.7,1,6.40988125725843,1,6.40988125725843,0.090382340309182,1.09142856568597,0.090382340309182,1.09142856568597,0.0933600537050579,0.922599280517712,0.0933600537050579,0.922599280517712,0.0931338857564285,0.910423131713609,1
13.8,1,5.89350789310491,1,5.89350789310491,0.0902271065773923,1.06380516610379,0.0902271065773923,1.06380516610379,0.0935144340763989,0.924323488250533,0.0935144340763989,0.924323488250533,0.0932897420719408,0.911747373617523,1
13.9,1,5.46314612847937,1,5.46314612847937,0.0901302613317445,1.03304007954405,0.0901302613317445,1.03304007954405,0.0936657012088655,0.926031475025922,0.0936657012088655,0.926031475025922,0.093442034827738,0.91326811815499,1
14,1,5.12664635735188,1,5.12664635735188,0.0900974667496591,0.999754502541279,0.0900974667496591,0.999754502541279,0.0938139186843532,0.92771977455067,0.0938139186843532,0.927719774550669,0.093590848357303,0.914983891823647,1
14.1,1,4.88988602756293,1,4.88988602756293,0.0901330861116097,0.964626135508154,0.0901330861116097,0.964626135508154,0.0939591486342159,0.929384729535924,0.0939591486342159,0.929384729535924,0.0937362747224678,0.916888583261061,1
14.2,1,4.75667025124914,1,4.75667025124914,0.0902400839042169,0.928376071884621,0.0902400839042169,0.928376071884621,0.0941014517603784,0.931022580162567,0.0941014517603784,0.931022580162567,0.0938784129873429,0.918971629011975,1
14.3,1,4.728675250468,1,4.728675250468,0.0904199531528775,0.891754679454851,0.0904199531528775,0.891754679454851,0.0942408873596134,0.932629553460629,0.0942408873596134,0.932629553460629,0.0940173683304866,0.921218288952982,1
14.4,1,4.80543536063505,1,4.80543536063505,0.0906726717244958,0.855526748926748,0.0906726717244958,0.855526748926748,0.0943775133509753,0.934201951792541,0.0943775133509753,0.934201951792541,0.0941532510157584,0.923610004787186,1
14.5,1,4.98437342743764,1,4.98437342743764,0.090996688773149,0.820456202420076,0.090996688773149,0.820456202420076,0.0945113863063101,0.935736238666513,0.0945113863063102,0.935736238666513,0.0942861752449967,0.926124833375611,1
14.6,1,5.26087355795133,1,5.26087355795133,0.0913889419044038,0.787290666325183,0.0913889419044038,0.787290666325183,0.0946425614836887,0.937229120178252,0.0946425614836887,0.937229120178252,0.094416257917854,0.928737945212833,1
14.7,1,5.62839434131536,1,5.62839434131536,0.0918449050192997,0.756746218778881,0.0918449050192997,0.756746218778881,0.094771092863541,0.938677620484838,0.094771092863541,0.938677620484838,0.094543617325768,0.931422177109751,1
14.8,1,6.07861985530786,1,6.07861985530786,0.0923586661789407,0.72949262158008,0.0923586661789407,0.72949262158008,0.0948970331872109,0.940079149851362,0.0948970331872109,0.940079149851362,0.0946683718081213,0.934148627140033,1
14.9,1,6.60164503818601,1,6.60164503818601,0.0929230342176789,0.70613933968177,0.0929230342176789,0.70613933968177,0.0950204339975918,0.941431563975806,0.0950204339975918,0.941431563975806,0.0947906383991277,0.936887279156943,1
